village,location,property_type,road_type,year,price_lakhs
"natipora,chanapora, budshah nagar",azad basti west,residential,front side road,2031,106.22617329363659
"natipora,chanapora, budshah nagar",azad basti west,commercial,front side road,2021,65.45
"natipora,chanapora, budshah nagar",azad basti west,commercial,front side road,2022,70.686
"natipora,chanapora, budshah nagar",azad basti west,commercial,front side road,2023,76.34088000000001
"natipora,chanapora, budshah nagar",azad basti west,commercial,front side road,2024,82.4481504
"natipora,chanapora, budshah nagar",azad basti west,commercial,front side road,2025,89.04400243200001
"natipora,chanapora, budshah nagar",azad basti west,commercial,front side road,2026,96.16752262656004
"natipora,chanapora, budshah nagar",azad basti west,commercial,front side road,2027,103.86092443668484
"natipora,chanapora, budshah nagar",azad basti west,commercial,front side road,2028,112.16979839161965
"natipora,chanapora, budshah nagar",azad basti west,commercial,front side road,2029,121.14338226294922
"natipora,chanapora, budshah nagar",azad basti west,commercial,front side road,2030,130.83485284398517
"natipora,chanapora, budshah nagar",azad basti west,commercial,front side road,2031,141.30164107150398
"natipora,chanapora, budshah nagar",budshah nagar a,residential,front side road,2021,54.0
"natipora,chanapora, budshah nagar",budshah nagar a,residential,front side road,2022,57.78
"natipora,chanapora, budshah nagar",budshah nagar a,residential,front side road,2023,61.824600000000004
"natipora,chanapora, budshah nagar",budshah nagar a,residential,front side road,2024,66.15232200000001
"natipora,chanapora, budshah nagar",budshah nagar a,residential,front side road,2025,70.78298454000002
"natipora,chanapora, budshah nagar",budshah nagar a,residential,front side road,2026,75.73779345780002
"natipora,chanapora, budshah nagar",budshah nagar a,residential,front side road,2027,81.03943899984603
"natipora,chanapora, budshah nagar",budshah nagar a,residential,front side road,2028,86.71219972983526
"natipora,chanapora, budshah nagar",budshah nagar a,residential,front side road,2029,92.78205371092373
"natipora,chanapora, budshah nagar",budshah nagar a,residential,front side road,2030,99.27679747068841
"natipora,chanapora, budshah nagar",budshah nagar a,residential,front side road,2031,106.22617329363659
"natipora,chanapora, budshah nagar",budshah nagar a,commercial,front side road,2021,65.45
"natipora,chanapora, budshah nagar",budshah nagar a,commercial,front side road,2022,70.686
"natipora,chanapora, budshah nagar",budshah nagar a,commercial,front side road,2023,76.34088000000001
"natipora,chanapora, budshah nagar",budshah nagar a,commercial,front side road,2024,82.4481504
"natipora,chanapora, budshah nagar",budshah nagar a,commercial,front side road,2025,89.04400243200001
"natipora,chanapora, budshah nagar",budshah nagar a,commercial,front side road,2026,96.16752262656004
"natipora,chanapora, budshah nagar",budshah nagar a,commercial,front side road,2027,103.86092443668484
"natipora,chanapora, budshah nagar",budshah nagar a,commercial,front side road,2028,112.16979839161965
"natipora,chanapora, budshah nagar",budshah nagar a,commercial,front side road,2029,121.14338226294922
"natipora,chanapora, budshah nagar",budshah nagar a,commercial,front side road,2030,130.83485284398517
"natipora,chanapora, budshah nagar",budshah nagar a,commercial,front side road,2031,141.30164107150398
"natipora,chanapora, budshah nagar",budshah nagar b,residential,front side road,2021,54.0
"natipora,chanapora, budshah nagar",budshah nagar b,residential,front side road,2022,57.78
"natipora,chanapora, budshah nagar",budshah nagar b,residential,front side road,2023,61.824600000000004
"natipora,chanapora, budshah nagar",budshah nagar b,residential,front side road,2024,66.15232200000001
"natipora,chanapora, budshah nagar",budshah nagar b,residential,front side road,2025,70.78298454000002
"natipora,chanapora, budshah nagar",budshah nagar b,residential,front side road,2026,75.73779345780002
"natipora,chanapora, budshah nagar",budshah nagar b,residential,front side road,2027,81.03943899984603
"natipora,chanapora, budshah nagar",budshah nagar b,residential,front side road,2028,86.71219972983526
"natipora,chanapora, budshah nagar",budshah nagar b,residential,front side road,2029,92.78205371092373
"natipora,chanapora, budshah nagar",budshah nagar b,residential,front side road,2030,99.27679747068841
"natipora,chanapora, budshah nagar",budshah nagar b,residential,front side road,2031,106.22617329363659
"natipora,chanapora, budshah nagar",budshah nagar b,commercial,front side road,2021,65.45
"natipora,chanapora, budshah nagar",budshah nagar b,commercial,front side road,2022,70.686
"natipora,chanapora, budshah nagar",budshah nagar b,commercial,front side road,2023,76.34088000000001
"natipora,chanapora, budshah nagar",budshah nagar b,commercial,front side road,2024,82.4481504
"natipora,chanapora, budshah nagar",budshah nagar b,commercial,front side road,2025,89.04400243200001
"natipora,chanapora, budshah nagar",budshah nagar b,commercial,front side road,2026,96.16752262656004
"natipora,chanapora, budshah nagar",budshah nagar b,commercial,front side road,2027,103.86092443668484
"natipora,chanapora, budshah nagar",budshah nagar b,commercial,front side road,2028,112.16979839161965
"natipora,chanapora, budshah nagar",budshah nagar b,commercial,front side road,2029,121.14338226294922
"natipora,chanapora, budshah nagar",budshah nagar b,commercial,front side road,2030,130.83485284398517
"natipora,chanapora, budshah nagar",budshah nagar b,commercial,front side road,2031,141.30164107150398
"natipora,chanapora, budshah nagar",budshah nagar c,residential,front side road,2021,54.0
"natipora,chanapora, budshah nagar",budshah nagar c,residential,front side road,2022,57.78
"natipora,chanapora, budshah nagar",budshah nagar c,residential,front side road,2023,61.824600000000004
"natipora,chanapora, budshah nagar",budshah nagar c,residential,front side road,2024,66.15232200000001
"natipora,chanapora, budshah nagar",budshah nagar c,residential,front side road,2025,70.78298454000002
"natipora,chanapora, budshah nagar",budshah nagar c,residential,front side road,2026,75.73779345780002
"natipora,chanapora, budshah nagar",budshah nagar c,residential,front side road,2027,81.03943899984603
"natipora,chanapora, budshah nagar",budshah nagar c,residential,front side road,2028,86.71219972983526
"natipora,chanapora, budshah nagar",budshah nagar c,residential,front side road,2029,92.78205371092373
"natipora,chanapora, budshah nagar",budshah nagar c,residential,front side road,2030,99.27679747068841
"natipora,chanapora, budshah nagar",budshah nagar c,residential,front side road,2031,106.22617329363659
"natipora,chanapora, budshah nagar",budshah nagar c,commercial,front side road,2021,65.45
"natipora,chanapora, budshah nagar",budshah nagar c,commercial,front side road,2022,70.686
"natipora,chanapora, budshah nagar",budshah nagar c,commercial,front side road,2023,76.34088000000001
"natipora,chanapora, budshah nagar",budshah nagar c,commercial,front side road,2024,82.4481504
"natipora,chanapora, budshah nagar",budshah nagar c,commercial,front side road,2025,89.04400243200001
"natipora,chanapora, budshah nagar",budshah nagar c,commercial,front side road,2026,96.16752262656004
"natipora,chanapora, budshah nagar",budshah nagar c,commercial,front side road,2027,103.86092443668484
"natipora,chanapora, budshah nagar",budshah nagar c,commercial,front side road,2028,112.16979839161965
"natipora,chanapora, budshah nagar",budshah nagar c,commercial,front side road,2029,121.14338226294922
"natipora,chanapora, budshah nagar",budshah nagar c,commercial,front side road,2030,130.83485284398517
"natipora,chanapora, budshah nagar",budshah nagar c,commercial,front side road,2031,141.30164107150398
"natipora,chanapora, budshah nagar",shahi jeelan,residential,front side road,2021,54.0
"natipora,chanapora, budshah nagar",shahi jeelan,residential,front side road,2022,57.78
"natipora,chanapora, budshah nagar",shahi jeelan,residential,front side road,2023,61.824600000000004
"natipora,chanapora, budshah nagar",shahi jeelan,residential,front side road,2024,66.15232200000001
"natipora,chanapora, budshah nagar",shahi jeelan,residential,front side road,2025,70.78298454000002
"natipora,chanapora, budshah nagar",shahi jeelan,residential,front side road,2026,75.73779345780002
"natipora,chanapora, budshah nagar",shahi jeelan,residential,front side road,2027,81.03943899984603
"natipora,chanapora, budshah nagar",shahi jeelan,residential,front side road,2028,86.71219972983526
"natipora,chanapora, budshah nagar",shahi jeelan,residential,front side road,2029,92.78205371092373
"natipora,chanapora, budshah nagar",shahi jeelan,residential,front side road,2030,99.27679747068841
"natipora,chanapora, budshah nagar",shahi jeelan,residential,front side road,2031,106.22617329363659
"natipora,chanapora, budshah nagar",shahi jeelan,commercial,front side road,2021,65.45
"natipora,chanapora, budshah nagar",shahi jeelan,commercial,front side road,2022,70.686
"natipora,chanapora, budshah nagar",shahi jeelan,commercial,front side road,2023,76.34088000000001
"natipora,chanapora, budshah nagar",shahi jeelan,commercial,front side road,2024,82.4481504
"natipora,chanapora, budshah nagar",shahi jeelan,commercial,front side road,2025,89.04400243200001
"natipora,chanapora, budshah nagar",shahi jeelan,commercial,front side road,2026,96.16752262656004
"natipora,chanapora, budshah nagar",shahi jeelan,commercial,front side road,2027,103.86092443668484
"natipora,chanapora, budshah nagar",shahi jeelan,commercial,front side road,2028,112.16979839161965
"natipora,chanapora, budshah nagar",shahi jeelan,commercial,front side road,2029,121.14338226294922
"natipora,chanapora, budshah nagar",shahi jeelan,commercial,front side road,2030,130.83485284398517
"natipora,chanapora, budshah nagar",shahi jeelan,commercial,front side road,2031,141.30164107150398
"natipora,chanapora, budshah nagar",mehboob colony,residential,front side road,2021,51.300000000000004
"natipora,chanapora, budshah nagar",mehboob colony,residential,front side road,2022,54.891000000000005
"natipora,chanapora, budshah nagar",mehboob colony,residential,front side road,2023,58.73337
"natipora,chanapora, budshah nagar",mehboob colony,residential,front side road,2024,62.84470590000001
"natipora,chanapora, budshah nagar",mehboob colony,residential,front side road,2025,67.24383531300002
"natipora,chanapora, budshah nagar",mehboob colony,residential,front side road,2026,71.95090378491001
"natipora,chanapora, budshah nagar",mehboob colony,residential,front side road,2027,76.98746704985373
"natipora,chanapora, budshah nagar",mehboob colony,residential,front side road,2028,82.37658974334349
"natipora,chanapora, budshah nagar",mehboob colony,residential,front side road,2029,88.14295102537754
"natipora,chanapora, budshah nagar",mehboob colony,residential,front side road,2030,94.31295759715398
"natipora,chanapora, budshah nagar",mehboob colony,residential,front side road,2031,100.91486462895476
"natipora,chanapora, budshah nagar",mehboob colony,commercial,front side road,2021,62.17749999999999
"natipora,chanapora, budshah nagar",mehboob colony,commercial,front side road,2022,67.1517
"natipora,chanapora, budshah nagar",mehboob colony,commercial,front side road,2023,72.523836
"natipora,chanapora, budshah nagar",mehboob colony,commercial,front side road,2024,78.32574288
"natipora,chanapora, budshah nagar",mehboob colony,commercial,front side road,2025,84.5918023104
"natipora,chanapora, budshah nagar",mehboob colony,commercial,front side road,2026,91.35914649523203
"natipora,chanapora, budshah nagar",mehboob colony,commercial,front side road,2027,98.66787821485059
"natipora,chanapora, budshah nagar",mehboob colony,commercial,front side road,2028,106.56130847203866
"natipora,chanapora, budshah nagar",mehboob colony,commercial,front side road,2029,115.08621314980175
"natipora,chanapora, budshah nagar",mehboob colony,commercial,front side road,2030,124.29311020178591
